client_id,credit_limit_initial,credit_limit,add_product,mp_first_login,mp_last_login,tp_num,cl_age,education_id,gender_id,marital_status_id,employment_status_cd,city_population_category,app_channel
23707458,20000.00,20000.00,Халва,2018-06-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,3,1,3,EME,300 – 700 тыс,Internet Sales
24060553,75000.00,75000.00,Халва,2018-05-22 00:00:00.000,2019-03-06 00:00:00.000,NULL,27,-1,2,1,OTH,300 – 700 тыс,Representative
24073431,45000.00,75000.00,Халва,2018-04-10 00:00:00.000,2019-03-11 00:00:00.000,NULL,38,4,1,2,EME,300 – 700 тыс,Walk In Sales
24073550,30000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,3,1,2,EME,0 – 100 тыс,Walk In Sales
24193975,75000.00,100000.00,Халва,2018-05-04 00:00:00.000,2019-03-07 00:00:00.000,2,41,-1,2,1,OTH,NULL,Internet Sales
24311597,45000.00,45000.00,Халва + ДК,2018-05-09 00:00:00.000,2019-03-10 00:00:00.000,NULL,47,2,2,2,EME,0 – 100 тыс,Walk In Sales
24427348,15000.00,45000.00,Халва,2018-05-29 00:00:00.000,2019-03-10 00:00:00.000,2,25,3,1,1,EME,100 – 300 тыс,Walk In Sales
24564995,15000.00,15000.00,Халва,NULL,NULL,NULL,60,2,1,4,PNS,300 – 700 тыс,Walk In Sales
24625962,75000.00,75000.00,Халва,2018-03-30 00:00:00.000,2019-03-04 00:00:00.000,NULL,25,-1,2,1,OTH,300 – 700 тыс,Internet Sales
24752434,15000.00,15000.00,Халва + Вклад,2018-09-13 00:00:00.000,2019-03-03 00:00:00.000,NULL,60,6,1,2,PNS,0 – 100 тыс,Walk In Sales
25015054,15000.00,30000.00,Халва + ДК,2018-08-03 00:00:00.000,2018-10-17 00:00:00.000,NULL,69,2,1,4,PNS,0 – 100 тыс,Walk In Sales
25105619,75000.00,75000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,38,-1,1,3,OTH,0 – 100 тыс,Internet Sales
25112588,15000.00,30000.00,Халва,2018-05-25 00:00:00.000,2019-02-27 00:00:00.000,NULL,26,6,1,2,EME,300 – 700 тыс,Walk In Sales
25161452,15000.00,15000.00,Халва,2018-05-21 00:00:00.000,2019-03-08 00:00:00.000,NULL,35,6,1,5,EME,0 – 100 тыс,Walk In Sales
25222158,75000.00,100000.00,Халва,2018-04-18 00:00:00.000,2019-03-11 00:00:00.000,2,27,-1,1,1,OTH,>700 тыс,УРМ
25444142,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-02 00:00:00.000,NULL,39,4,1,1,EME,>700 тыс,Walk In Sales
25503173,30000.00,30000.00,Халва,2018-05-30 00:00:00.000,2019-03-06 00:00:00.000,2,23,6,1,2,EME,>700 тыс,Internet Sales
25645418,60000.00,60000.00,Халва + Вклад,2018-04-11 00:00:00.000,2019-03-06 00:00:00.000,NULL,48,-1,1,3,BUS,>700 тыс,Walk In Sales
25720065,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,55,3,1,2,EME,100 – 300 тыс,Walk In Sales
26005840,15000.00,15000.00,Халва,2018-10-09 00:00:00.000,2018-10-09 00:00:00.000,NULL,65,6,2,2,PNS,300 – 700 тыс,Call Center
26006188,15000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,23,-1,2,-1,UNK,100 – 300 тыс,Walk In Sales
26041022,15000.00,15000.00,Халва,NULL,NULL,NULL,65,3,2,2,PNS,>700 тыс,Walk In Sales
26049662,60000.00,60000.00,Халва,2018-07-01 00:00:00.000,2018-11-21 00:00:00.000,NULL,67,2,2,2,PNS,300 – 700 тыс,Walk In Sales
26077230,120000.00,120000.00,Халва,2018-04-11 00:00:00.000,2019-03-01 00:00:00.000,NULL,29,6,2,2,EME,300 – 700 тыс,Internet Sales
26138827,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,57,-1,1,3,PNS,>700 тыс,Walk In Sales
26399375,15000.00,15000.00,Халва + ДК,2018-04-12 00:00:00.000,2019-03-03 00:00:00.000,NULL,29,4,1,2,EME,0 – 100 тыс,Call Center
26442605,15000.00,15000.00,Халва,2018-04-07 00:00:00.000,2019-03-10 00:00:00.000,NULL,33,6,1,1,EME,300 – 700 тыс,Internet Sales
26701027,15000.00,15000.00,Халва + Вклад,2018-06-18 00:00:00.000,2019-03-06 00:00:00.000,NULL,43,-1,1,1,UNK,300 – 700 тыс,Walk In Sales
27091317,15000.00,15000.00,Халва,2018-04-05 00:00:00.000,2019-03-09 00:00:00.000,NULL,32,3,1,5,EME,>700 тыс,Internet Sales
27422939,45000.00,45000.00,Халва,2018-05-26 00:00:00.000,2019-02-03 00:00:00.000,NULL,37,4,2,1,EME,100 – 300 тыс,Walk In Sales
27500612,15000.00,15000.00,Халва,2018-06-01 00:00:00.000,2019-03-10 00:00:00.000,NULL,26,2,2,2,EME,100 – 300 тыс,Walk In Sales
27793883,15000.00,15000.00,Халва + ДК,2018-04-27 00:00:00.000,2019-03-08 00:00:00.000,NULL,65,3,2,5,PNS,300 – 700 тыс,Walk In Sales
28330231,15000.00,60000.00,Халва,2018-04-12 00:00:00.000,2019-03-10 00:00:00.000,NULL,44,6,1,4,EME,0 – 100 тыс,Internet Sales
28577684,15000.00,15000.00,Халва + Вклад,2018-04-01 00:00:00.000,2019-03-12 00:00:00.000,NULL,40,6,1,2,EME,300 – 700 тыс,Call Center
40060741,30000.00,30000.00,Халва,2018-10-11 00:00:00.000,2019-03-12 00:00:00.000,NULL,62,18,1,4,PNS,300 – 700 тыс,Walk In Sales
40130788,30000.00,60000.00,Халва,2018-05-16 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,3,1,2,EME,100 – 300 тыс,Internet Sales
40223138,15000.00,15000.00,Халва + Вклад,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,6,2,1,EME,>700 тыс,Walk In Sales
40273538,15000.00,90000.00,Халва,2018-03-30 00:00:00.000,2019-03-12 00:00:00.000,2,31,6,1,1,EME,100 – 300 тыс,Walk In Sales
40345149,60000.00,60000.00,Халва + Вклад,2018-05-23 00:00:00.000,2019-03-07 00:00:00.000,NULL,57,6,1,3,PNS,>700 тыс,Call Center
40648389,15000.00,30000.00,Халва,2018-04-19 00:00:00.000,2019-03-06 00:00:00.000,NULL,65,2,1,2,PNS,0 – 100 тыс,Call Center
40672059,75000.00,75000.00,Халва,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,48,-1,1,2,UNK,300 – 700 тыс,DSA
40698382,30000.00,30000.00,Халва + Вклад,2018-05-03 00:00:00.000,2019-03-07 00:00:00.000,NULL,48,6,2,2,EME,>700 тыс,Walk In Sales
40888319,20000.00,40000.00,Халва,2018-04-15 00:00:00.000,2018-11-08 00:00:00.000,NULL,55,-1,1,-1,UNK,0 – 100 тыс,Walk In Sales
41246335,30000.00,30000.00,Халва + Вклад,2018-05-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,48,2,2,2,PNS,300 – 700 тыс,Walk In Sales
41284288,30000.00,30000.00,Халва,2018-06-25 00:00:00.000,2019-03-11 00:00:00.000,NULL,64,6,1,2,PNS,100 – 300 тыс,Call Center
41344870,15000.00,15000.00,Халва + Вклад,2018-04-21 00:00:00.000,2019-03-12 00:00:00.000,NULL,70,6,2,2,PNS,>700 тыс,Call Center
41346464,30000.00,30000.00,Халва + Вклад,2018-05-16 00:00:00.000,2019-03-11 00:00:00.000,NULL,40,-1,2,2,UNK,>700 тыс,Call Center
41353959,15000.00,15000.00,Халва,2018-05-18 00:00:00.000,2019-03-11 00:00:00.000,NULL,46,3,2,2,PNW,0 – 100 тыс,Internet Sales
41358412,15000.00,30000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,46,6,2,2,EME,0 – 100 тыс,Walk In Sales
41369799,15000.00,15000.00,Халва,2018-05-04 00:00:00.000,2019-03-08 00:00:00.000,NULL,65,3,2,4,PNS,0 – 100 тыс,Walk In Sales
41487063,20000.00,20000.00,Халва,2018-04-04 00:00:00.000,2019-01-25 00:00:00.000,NULL,62,3,1,1,PNS,0 – 100 тыс,Walk In Sales
41520067,30000.00,30000.00,Халва,2018-06-18 00:00:00.000,2019-03-06 00:00:00.000,NULL,28,4,1,3,EME,0 – 100 тыс,Walk In Sales
41638145,15000.00,15000.00,Халва + Вклад,2018-05-24 00:00:00.000,2019-03-11 00:00:00.000,NULL,24,3,2,1,EME,>700 тыс,Walk In Sales
41741767,30000.00,60000.00,Халва,2018-04-27 00:00:00.000,2019-03-10 00:00:00.000,NULL,42,3,1,2,EME,100 – 300 тыс,Call Center
41827577,30000.00,30000.00,Халва,2018-05-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,3,1,2,EME,>700 тыс,Walk In Sales
41862236,15000.00,30000.00,Халва + Вклад,2018-05-30 00:00:00.000,2019-03-09 00:00:00.000,NULL,45,-1,2,-1,UNK,>700 тыс,Walk In Sales
41879515,15000.00,15000.00,Халва + Вклад,2018-05-29 00:00:00.000,2019-03-11 00:00:00.000,NULL,38,-1,1,1,UNK,>700 тыс,Walk In Sales
41949306,30000.00,30000.00,Халва,2018-04-14 00:00:00.000,2019-03-06 00:00:00.000,NULL,64,6,1,3,PNS,300 – 700 тыс,Walk In Sales
42058665,15000.00,30000.00,Халва,2018-04-01 00:00:00.000,2019-03-08 00:00:00.000,NULL,46,6,1,2,EME,0 – 100 тыс,Walk In Sales
42082342,45000.00,45000.00,Халва,2018-04-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,-1,1,-1,UNK,>700 тыс,Walk In Sales
42126229,60000.00,60000.00,Халва + Вклад,2018-06-05 00:00:00.000,2019-02-27 00:00:00.000,NULL,46,-1,2,1,UNK,0 – 100 тыс,Walk In Sales
42175516,15000.00,15000.00,Халва + Вклад,2018-05-15 00:00:00.000,2018-12-22 00:00:00.000,NULL,68,2,1,2,PNS,0 – 100 тыс,Walk In Sales
42203947,15000.00,60000.00,Халва,2018-04-10 00:00:00.000,2019-03-12 00:00:00.000,NULL,22,4,1,1,EME,100 – 300 тыс,Walk In Sales
42346516,15000.00,15000.00,Халва,2018-03-30 00:00:00.000,2019-03-09 00:00:00.000,NULL,21,-1,2,-1,UNK,0 – 100 тыс,Internet Sales
42443531,15000.00,15000.00,Халва,2018-04-25 00:00:00.000,2018-04-25 00:00:00.000,NULL,60,6,1,1,PNS,0 – 100 тыс,Walk In Sales
42474883,30000.00,30000.00,Халва + Вклад,2018-04-12 00:00:00.000,2019-03-11 00:00:00.000,NULL,41,6,1,2,EME,300 – 700 тыс,Walk In Sales
42636460,45000.00,45000.00,Халва,2018-04-19 00:00:00.000,2019-03-11 00:00:00.000,NULL,62,6,2,2,BUS,>700 тыс,Call Center
42726343,15000.00,15000.00,Халва,2018-04-14 00:00:00.000,2018-10-10 00:00:00.000,NULL,64,6,1,2,PNS,>700 тыс,Walk In Sales
42847091,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,56,-1,2,-1,UNK,0 – 100 тыс,Walk In Sales
43046984,45000.00,45000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,6,2,2,UNK,>700 тыс,AutoCred
43065994,60000.00,15000.00,Халва + Вклад,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,57,6,1,1,PNS,>700 тыс,Walk In Sales
43278921,300000.00,300000.00,Халва,2018-05-07 00:00:00.000,2019-03-11 00:00:00.000,1,37,6,1,2,EME,>700 тыс,Internet Sales
43295562,30000.00,30000.00,Халва,2018-05-11 00:00:00.000,2019-03-11 00:00:00.000,NULL,23,4,1,1,EME,300 – 700 тыс,Walk In Sales
43375966,15000.00,60000.00,Халва,2018-05-31 00:00:00.000,2019-02-23 00:00:00.000,NULL,49,3,1,2,EME,>700 тыс,Internet Sales
43414955,15000.00,30000.00,Халва,2018-04-08 00:00:00.000,2019-03-10 00:00:00.000,NULL,47,-1,2,-1,UNK,>700 тыс,Internet Sales
43453820,20000.00,20000.00,Халва,2018-05-21 00:00:00.000,2019-03-06 00:00:00.000,NULL,38,3,2,2,EME,300 – 700 тыс,Internet Sales
43455502,90000.00,90000.00,Халва,2018-04-16 00:00:00.000,2019-03-08 00:00:00.000,NULL,40,6,1,2,EME,>700 тыс,Walk In Sales
43527817,20000.00,20000.00,Халва + ДК,2018-08-30 00:00:00.000,2019-03-02 00:00:00.000,1,45,3,1,1,EME,>700 тыс,Walk In Sales
43811136,45000.00,45000.00,Халва + Вклад,2018-08-08 00:00:00.000,2019-01-09 00:00:00.000,NULL,60,6,1,2,PNS,>700 тыс,Walk In Sales
44001107,45000.00,45000.00,Халва + Автокредит,2018-05-18 00:00:00.000,2018-05-18 00:00:00.000,NULL,40,3,1,5,EME,300 – 700 тыс,AutoCred
44060273,15000.00,150000.00,Халва,2018-04-26 00:00:00.000,2019-03-12 00:00:00.000,NULL,31,6,1,3,EME,0 – 100 тыс,Walk In Sales
44407057,15000.00,15000.00,Халва + Вклад,2018-05-28 00:00:00.000,2019-03-12 00:00:00.000,NULL,64,3,2,2,PNS,100 – 300 тыс,Walk In Sales
44542515,15000.00,15000.00,Халва + Вклад,2018-05-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,35,6,2,1,EME,100 – 300 тыс,Walk In Sales
44622009,15000.00,150000.00,Халва + Вклад,2018-04-21 00:00:00.000,2019-03-11 00:00:00.000,NULL,30,6,2,2,EME,>700 тыс,Walk In Sales
30945897,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-10 00:00:00.000,NULL,26,3,2,3,EME,0 – 100 тыс,Call Center
31090493,15000.00,15000.00,Халва + ДК,2018-04-25 00:00:00.000,2019-02-13 00:00:00.000,NULL,68,3,1,4,PNW,0 – 100 тыс,Walk In Sales
31236015,15000.00,60000.00,Халва,2018-04-06 00:00:00.000,2019-03-11 00:00:00.000,1,38,2,2,3,EME,0 – 100 тыс,Representative
31390493,15000.00,60000.00,Халва + ДК,2018-05-28 00:00:00.000,2019-03-01 00:00:00.000,NULL,31,6,1,5,EME,0 – 100 тыс,Internet Sales
31421689,15000.00,15000.00,Халва + Вклад,2018-04-13 00:00:00.000,2019-03-10 00:00:00.000,NULL,55,6,1,2,EME,100 – 300 тыс,Walk In Sales
31447628,15000.00,15000.00,Халва,2018-04-17 00:00:00.000,2019-03-10 00:00:00.000,NULL,39,6,1,2,BUS,>700 тыс,Call Center
31842048,50000.00,50000.00,Халва,2018-05-22 00:00:00.000,2019-03-03 00:00:00.000,NULL,65,-1,1,1,PNS,>700 тыс,Internet Sales
31877203,75000.00,75000.00,Халва + Автокредит,2018-04-15 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,6,2,1,EME,300 – 700 тыс,AutoCred
31918891,20000.00,20000.00,Халва,2018-10-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,45,3,1,2,EME,>700 тыс,Internet Sales
32001243,15000.00,60000.00,Халва,2018-04-08 00:00:00.000,2019-03-01 00:00:00.000,NULL,40,-1,2,1,UNK,300 – 700 тыс,УРМ
32034702,15000.00,15000.00,Халва,2018-06-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,59,4,2,2,EME,0 – 100 тыс,Representative
32110153,20000.00,20000.00,Халва + Вклад,2018-10-22 00:00:00.000,2018-10-22 00:00:00.000,NULL,70,-1,1,2,PNS,100 – 300 тыс,Walk In Sales
32141116,30000.00,30000.00,Халва,2018-04-26 00:00:00.000,2019-03-11 00:00:00.000,NULL,24,4,2,5,EME,>700 тыс,Internet Sales
32211272,60000.00,150000.00,Халва,2018-05-15 00:00:00.000,2019-03-11 00:00:00.000,NULL,30,6,1,2,UNK,>700 тыс,Walk In Sales
32246748,15000.00,15000.00,Халва + ДК,2018-08-15 00:00:00.000,2018-09-07 00:00:00.000,NULL,64,2,2,2,PNS,0 – 100 тыс,Walk In Sales
32330659,15000.00,15000.00,Халва + Вклад,2018-05-08 00:00:00.000,2019-03-12 00:00:00.000,NULL,64,6,1,2,PNS,>700 тыс,Walk In Sales
32375391,60000.00,60000.00,Халва + Вклад,2018-03-31 00:00:00.000,2019-03-12 00:00:00.000,NULL,54,4,1,3,EME,300 – 700 тыс,Walk In Sales
32402026,15000.00,15000.00,Халва + Вклад,2018-06-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,-1,2,-1,UNK,0 – 100 тыс,Call Center
32427026,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,24,3,1,2,EME,100 – 300 тыс,Call Center
32462009,45000.00,45000.00,Халва,2018-04-11 00:00:00.000,2019-03-12 00:00:00.000,NULL,39,6,1,2,EME,300 – 700 тыс,Representative
32523152,15000.00,15000.00,Халва,2018-08-08 00:00:00.000,2019-02-16 00:00:00.000,NULL,59,6,2,3,EMR,>700 тыс,Call Center
32524930,15000.00,15000.00,Халва + Вклад,2018-05-29 00:00:00.000,2019-03-11 00:00:00.000,NULL,58,6,1,2,PNS,>700 тыс,Walk In Sales
32527078,15000.00,30000.00,Халва + Вклад,2018-05-08 00:00:00.000,2019-03-12 00:00:00.000,2,70,6,1,2,PNS,>700 тыс,Walk In Sales
32547437,15000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,2,29,-1,1,2,UNK,300 – 700 тыс,Internet Sales
32598116,15000.00,15000.00,Халва + Вклад,2018-04-26 00:00:00.000,2019-03-11 00:00:00.000,NULL,57,-1,1,3,PNS,>700 тыс,Walk In Sales
32741656,15000.00,15000.00,Халва,2018-09-23 00:00:00.000,2019-02-12 00:00:00.000,NULL,37,-1,1,-1,UNK,0 – 100 тыс,Walk In Sales
32780143,20000.00,20000.00,Халва,2018-05-02 00:00:00.000,2019-02-27 00:00:00.000,NULL,67,6,2,2,PNS,0 – 100 тыс,Walk In Sales
32885353,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,47,-1,1,2,UNK,>700 тыс,Walk In Sales
33059754,15000.00,15000.00,Халва,2018-11-22 00:00:00.000,2018-11-22 00:00:00.000,NULL,63,3,2,3,PNS,300 – 700 тыс,Call Center
33105563,15000.00,15000.00,Халва + Вклад,2018-05-21 00:00:00.000,2019-03-09 00:00:00.000,NULL,49,6,2,2,EME,0 – 100 тыс,Walk In Sales
33120675,30000.00,30000.00,Халва + ДК,2018-05-28 00:00:00.000,2018-09-14 00:00:00.000,NULL,41,6,2,2,EME,>700 тыс,Internet Sales
33196154,45000.00,45000.00,Халва,2018-04-03 00:00:00.000,2019-02-22 00:00:00.000,1,54,2,2,5,EME,>700 тыс,Internet Sales
33254899,15000.00,15000.00,Халва + Вклад,2018-07-31 00:00:00.000,2019-02-13 00:00:00.000,NULL,40,6,2,2,BUS,>700 тыс,Call Center
33439450,15000.00,60000.00,Халва,2018-04-27 00:00:00.000,2019-03-10 00:00:00.000,NULL,58,6,2,2,EME,0 – 100 тыс,Walk In Sales
33580573,15000.00,15000.00,Халва + Вклад,2018-04-14 00:00:00.000,2019-03-12 00:00:00.000,NULL,36,6,2,2,EME,>700 тыс,Walk In Sales
33795781,15000.00,15000.00,Халва,2018-04-03 00:00:00.000,2018-12-28 00:00:00.000,NULL,43,3,2,2,EME,>700 тыс,Internet Sales
33858996,15000.00,15000.00,Халва + Вклад,2018-11-24 00:00:00.000,2019-03-10 00:00:00.000,NULL,54,6,1,1,EME,300 – 700 тыс,Walk In Sales
33871684,30000.00,30000.00,Халва,2018-09-25 00:00:00.000,2019-03-11 00:00:00.000,NULL,59,6,1,1,PNS,300 – 700 тыс,Walk In Sales
33955104,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-02-27 00:00:00.000,NULL,44,-1,1,-1,UNK,100 – 300 тыс,DSA
34056940,15000.00,60000.00,Халва,2018-05-27 00:00:00.000,2019-03-08 00:00:00.000,NULL,34,6,1,2,EME,>700 тыс,Internet Sales
34067800,45000.00,45000.00,Халва,2018-04-23 00:00:00.000,2019-03-10 00:00:00.000,NULL,41,6,1,2,EME,>700 тыс,Internet Sales
34125431,15000.00,30000.00,Халва,2018-05-14 00:00:00.000,2019-03-11 00:00:00.000,NULL,35,6,1,2,BUS,300 – 700 тыс,Internet Sales
34177297,45000.00,45000.00,Халва,2018-07-05 00:00:00.000,2019-03-10 00:00:00.000,NULL,41,6,1,3,EME,>700 тыс,Representative
34186133,30000.00,150000.00,Халва + Вклад,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,41,6,1,2,EME,>700 тыс,Walk In Sales
34236983,50000.00,50000.00,Халва,2018-06-01 00:00:00.000,2018-06-01 00:00:00.000,NULL,64,-1,2,1,PNS,300 – 700 тыс,СПО
34303763,60000.00,60000.00,Халва,2018-04-16 00:00:00.000,2019-03-11 00:00:00.000,NULL,46,6,2,2,BUS,300 – 700 тыс,Internet Sales
34319635,15000.00,15000.00,Халва,2018-07-13 00:00:00.000,2018-10-30 00:00:00.000,NULL,30,6,1,1,EME,300 – 700 тыс,Call Center
34443843,15000.00,60000.00,Халва,2018-09-17 00:00:00.000,2019-03-12 00:00:00.000,NULL,32,6,2,2,BUS,0 – 100 тыс,Walk In Sales
34641299,15000.00,15000.00,Халва,2018-04-28 00:00:00.000,2019-01-28 00:00:00.000,NULL,56,3,1,2,PNS,100 – 300 тыс,Walk In Sales
34642089,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,41,6,1,2,EME,0 – 100 тыс,Walk In Sales
33818712,15000.00,15000.00,Халва + Автокредит,2018-04-19 00:00:00.000,2019-03-11 00:00:00.000,NULL,42,6,2,2,EME,>700 тыс,AutoCred
33825034,75000.00,75000.00,Халва,2018-03-31 00:00:00.000,2019-03-09 00:00:00.000,NULL,31,-1,1,1,OTH,NULL,Internet Sales
33996679,15000.00,60000.00,Халва + ДК,2018-11-10 00:00:00.000,2018-11-10 00:00:00.000,NULL,41,3,1,2,EME,0 – 100 тыс,Internet Sales
34048991,20000.00,30000.00,Халва,2018-05-25 00:00:00.000,2018-05-25 00:00:00.000,1,53,3,1,3,EME,100 – 300 тыс,Walk In Sales
34073972,15000.00,15000.00,Халва + Вклад,2018-04-25 00:00:00.000,2019-03-09 00:00:00.000,NULL,61,3,1,4,PNS,0 – 100 тыс,Walk In Sales
34081045,75000.00,75000.00,Халва,NULL,NULL,NULL,50,6,1,2,EME,100 – 300 тыс,Internet Sales
34107144,30000.00,100000.00,Халва + ДК,2018-12-17 00:00:00.000,2018-12-17 00:00:00.000,1,55,3,2,5,PNS,0 – 100 тыс,Walk In Sales
34196326,30000.00,30000.00,Халва + Вклад,2018-06-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,41,6,1,3,EME,>700 тыс,Walk In Sales
34207982,30000.00,30000.00,Халва,2018-04-11 00:00:00.000,2019-03-10 00:00:00.000,NULL,36,6,1,1,EME,100 – 300 тыс,DSA
34214156,15000.00,15000.00,Халва + Вклад,2018-04-23 00:00:00.000,2019-03-11 00:00:00.000,NULL,41,6,1,2,EME,>700 тыс,Walk In Sales
34230976,15000.00,60000.00,Халва,2018-04-05 00:00:00.000,2019-02-16 00:00:00.000,NULL,33,-1,2,2,UNK,300 – 700 тыс,УРМ
34251091,15000.00,60000.00,Халва,2018-05-04 00:00:00.000,2019-02-19 00:00:00.000,NULL,33,3,2,2,EME,300 – 700 тыс,Walk In Sales
34255261,15000.00,15000.00,Халва + Вклад,2018-05-15 00:00:00.000,2018-05-15 00:00:00.000,NULL,69,6,1,4,PNS,0 – 100 тыс,Walk In Sales
34262406,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,60,2,1,3,PNW,0 – 100 тыс,Walk In Sales
34307195,30000.00,150000.00,Халва + Вклад,2018-04-30 00:00:00.000,2019-03-09 00:00:00.000,NULL,51,-1,2,-1,UNK,>700 тыс,Call Center
34347466,15000.00,60000.00,Халва,2018-06-12 00:00:00.000,2019-03-11 00:00:00.000,NULL,36,6,1,3,EME,0 – 100 тыс,Walk In Sales
34351271,45000.00,45000.00,Халва,2018-04-20 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,6,1,2,EME,>700 тыс,DSA
34383467,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,25,6,2,1,EME,>700 тыс,Walk In Sales
34462815,50000.00,50000.00,Халва,2018-05-10 00:00:00.000,2019-03-06 00:00:00.000,NULL,32,-1,1,1,OTH,100 – 300 тыс,УРМ
34496835,60000.00,60000.00,Халва,2018-03-31 00:00:00.000,2019-03-10 00:00:00.000,NULL,44,-1,1,-1,UNK,0 – 100 тыс,Walk In Sales
34586131,45000.00,45000.00,Халва,2018-05-17 00:00:00.000,2018-11-02 00:00:00.000,NULL,55,6,1,3,PNW,300 – 700 тыс,Internet Sales
34657218,60000.00,60000.00,Халва,2018-04-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,29,4,1,1,EME,>700 тыс,Walk In Sales
34744166,45000.00,45000.00,Халва + ДК,2018-04-16 00:00:00.000,2019-03-06 00:00:00.000,NULL,36,6,1,2,EME,0 – 100 тыс,Walk In Sales
34830499,45000.00,75000.00,Халва,2018-04-23 00:00:00.000,2019-03-09 00:00:00.000,NULL,38,6,2,3,EME,100 – 300 тыс,Internet Sales
34854749,75000.00,75000.00,Халва,2018-05-19 00:00:00.000,2019-03-08 00:00:00.000,NULL,31,-1,1,1,OTH,>700 тыс,Walk In Sales
34897717,15000.00,15000.00,Халва,2018-08-04 00:00:00.000,2018-08-04 00:00:00.000,NULL,58,3,1,2,PNW,300 – 700 тыс,Call Center
34903857,15000.00,30000.00,Халва + Вклад,2018-04-10 00:00:00.000,2019-03-04 00:00:00.000,NULL,53,6,1,2,PNS,>700 тыс,Walk In Sales
34919956,15000.00,60000.00,Халва + Вклад,2018-04-01 00:00:00.000,2019-03-09 00:00:00.000,NULL,28,6,1,1,BUS,300 – 700 тыс,Walk In Sales
34997599,15000.00,15000.00,Халва + Вклад,2018-04-05 00:00:00.000,2019-01-18 00:00:00.000,NULL,53,6,2,5,EME,>700 тыс,Walk In Sales
35044833,15000.00,15000.00,Халва + Вклад,2018-05-23 00:00:00.000,2019-03-08 00:00:00.000,NULL,44,3,2,2,PNS,300 – 700 тыс,Call Center
35120294,45000.00,45000.00,Халва,2018-04-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,27,4,2,2,EME,0 – 100 тыс,Internet Sales
35199509,75000.00,75000.00,Халва,2018-04-04 00:00:00.000,2019-03-12 00:00:00.000,NULL,28,-1,1,2,UNK,300 – 700 тыс,DSA
35208161,20000.00,20000.00,Халва,2018-04-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,2,1,2,EME,>700 тыс,Walk In Sales
35231206,15000.00,15000.00,Халва + Вклад,2018-04-03 00:00:00.000,2018-04-03 00:00:00.000,NULL,61,6,1,2,PNS,300 – 700 тыс,Walk In Sales
35261316,15000.00,15000.00,Халва + Вклад,2018-05-23 00:00:00.000,2019-03-12 00:00:00.000,NULL,56,-1,1,-1,PNS,>700 тыс,Walk In Sales
35306313,15000.00,15000.00,Халва + Вклад,2018-04-08 00:00:00.000,2019-03-07 00:00:00.000,NULL,59,6,2,2,BUS,100 – 300 тыс,Walk In Sales
35320222,15000.00,15000.00,Халва,2018-06-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,37,6,2,2,EME,300 – 700 тыс,Walk In Sales
35397225,60000.00,150000.00,Халва + Вклад,2018-05-30 00:00:00.000,2019-02-14 00:00:00.000,NULL,34,6,2,2,EME,>700 тыс,Walk In Sales
